valid,air_temperature,dew_point,relative_humidity,wind_direction,wind_speed,sea_level_pressure,one_hour_precipitation,wind_gust,cloud_coverage_level1,cloud_coverage_level2,cloud_coverage_level,cloud_height_level1,cloud_height_level,cloud_height_level.1
2016-02-28 11:00:00,7,4,81.2,80,9,,0,,BKN,,,1300,,
2016-02-29 3:00:00,6,4,86.99,30,8,,0,,SCT,BKN,,2700,9200,
2016-02-29 19:00:00,8,7,93.4,90,4,,0,,FEW,SCT,BKN,1200,2800,3500
2016-03-01 11:00:00,3,0,80.65,300,19,,0,,FEW,BKN,OVC,1000,1600,5000
2016-03-02 3:00:00,3,-1,74.98,290,8,,0,,,,,,,
2016-03-02 19:00:00,5,2,80.93,40,3,,0,,,,,,,
2016-03-03 11:00:00,4,2,86.79,30,6,,0,,FEW,BKN,OVC,900,1800,3300
2016-03-04 3:00:00,3,1,86.69,320,15,,0,,BKN,BKN,,900,1700,
2016-03-04 19:00:00,3,0,80.65,240,1,,0,,,,,,,
2016-03-05 11:00:00,9,2,61.52,170,17,,0,,FEW,,,2800,,
2016-03-06 3:00:00,6,4,86.99,30,5,,0,,BKN,,,4900,,
2016-03-06 19:00:00,8,-1,53,270,8,,0,,,,,,,
2016-03-07 11:00:00,5,0,70.08,300,14,,0,,FEW,BKN,,1600,2900,
2016-03-08 3:00:00,3,1,86.69,310,9,,0,,FEW,BKN,OVC,1100,3700,7000
2016-03-08 19:00:00,5,0,70.08,300,6,,0,,FEW,,,2200,,
2016-03-09 11:00:00,7,2,70.48,,2,,0,,FEW,BKN,,1800,2000,
2016-03-10 3:00:00,0,-1,92.97,20,3,,0,,,,,,,
2016-03-10 19:00:00,7,3,75.68,340,4,,0,,FEW,,,1600,,
2016-03-11 11:00:00,9,3,66.05,330,18,,0,,FEW,,,2400,,
2016-03-12 3:00:00,5,2,80.93,300,9,,0,,FEW,OVC,,1400,5300,
2016-03-12 19:00:00,7,1,65.61,360,9,,0,,,,,,,
2016-03-13 11:30:00,10,3,61.76,20,8,,0,,SCT,BKN,,3700,4900,
2016-03-14 3:30:00,1,-2,80.36,290,6,,0,,,,,,,
2016-03-14 19:30:00,5,-3,56.22,,1,,0,,,,,,,
2016-03-15 11:30:00,5,-1,65.16,340,16,,0,,FEW,SCT,BKN,2600,5000,7500
2016-03-16 3:30:00,3,1,86.69,40,10,,0,,OVC,,,1400,,
2016-03-16 19:30:00,4,1,80.79,350,2,,0,,,,,,,
2016-03-17 11:30:00,10,0,49.81,100,4,,0,,FEW,,,3500,,
2016-03-18 3:30:00,0,-1,92.97,,1,,0,,NSC,,,,,
2016-03-18 19:30:00,10,2,57.52,300,10,,0,,,,,,,
2016-03-19 11:30:00,8,1,61.28,,2,,0,,SCT,BKN,,3000,3400,
2016-03-20 3:30:00,4,1,80.79,320,3,,0,,SCT,BKN,,3200,6000,
2016-03-20 19:30:00,5,1,75.33,20,3,,0,,,,,,,
2016-03-21 11:30:00,10,0,49.81,280,10,,0,,SCT,BKN,,3600,5100,
2016-03-22 3:30:00,8,0,57,280,10,,0,,,,,,,
2016-03-22 19:30:00,7,1,65.61,270,6,,0,,,,,,,
2016-03-23 11:30:00,10,-1,46.31,50,7,,0,,FEW,SCT,,3400,5100,
2016-03-24 3:30:00,5,1,75.33,320,11,,0,,FEW,BKN,,2000,8500,
2016-03-24 19:30:00,5,-2,60.54,330,6,,0,,,,,,,
2016-03-25 11:30:00,11,-2,40.25,230,6,,0,,FEW,BKN,,4200,5400,
2016-03-26 3:30:00,7,4,81.2,270,5,,0,,FEW,BKN,,1400,2000,
2016-03-26 19:30:00,8,4,75.84,290,10,,0,,FEW,BKN,,4500,7200,
2016-03-27 11:30:00,13,2,47.16,170,9,,0,,SCT,,,4700,,
2016-03-28 3:30:00,5,2,80.93,40,6,,0,,,,,,,
2016-03-28 19:30:00,9,4,70.88,100,5,,0,,SCT,,,4200,,
2016-03-29 11:30:00,15,3,44.47,280,17,,0,,FEW,BKN,,2500,8900,
2016-03-30 3:30:00,9,7,87.28,210,7,,0,,,,,,,
2016-03-30 19:30:00,11,8,81.74,100,5,,0,,,,,,,
2016-03-31 11:30:00,18,10,59.5,100,5,,0,,,,,,,
2016-04-01 3:30:00,11,7,76.34,10,4,,0,,,,,,,
2016-04-01 19:30:00,8,0,57,340,11,,0,,,,,,,
2016-04-02 11:30:00,12,0,43.61,130,12,,0,,,,,,,
2016-04-03 3:30:00,4,-2,64.93,60,4,,0,,,,,,,
2016-04-03 19:30:00,13,3,50.64,10,4,,0,,,,,,,
2016-04-04 11:30:00,20,7,42.85,120,5,,0,,,,,,,
2016-04-05 3:30:00,8,5,81.34,40,6,,0,,,,,,,
2016-04-05 19:30:00,16,8,59.01,30,3,,0,,,,,,,
2016-04-06 11:30:00,19,7,45.6,310,17,,0,,FEW,,,4600,,
2016-04-07 3:30:00,13,7,66.91,,2,,0,,,,,,,
2016-04-07 19:30:00,14,7,62.69,280,6,,0,,,,,,,
2016-04-08 11:30:00,11,7,76.34,300,16,,0,,NSC,,,,,
2016-04-09 3:30:00,8,6,87.19,310,14,,0,,FEW,SCT,BKN,1000,1300,3100
2016-04-09 19:30:00,8,5,81.34,320,11,,0,,FEW,BKN,,1300,1600,
2016-04-10 11:30:00,10,5,71.07,340,8,,0,,FEW,BKN,,2000,2300,
2016-04-11 3:30:00,7,5,87.09,,2,,0,,FEW,SCT,BKN,1000,1700,8300
2016-04-11 19:30:00,10,7,81.61,260,4,,0,,,,,,,
2016-04-12 11:30:00,16,10,67.54,130,4,,0,,SCT,,,3100,,
2016-04-13 3:30:00,5,4,93.24,30,3,,0,,FEW,,,1400,,
2016-04-13 19:30:00,17,8,55.37,320,15,,0,,FEW,BKN,,3000,6000,
2016-04-14 11:30:00,14,8,67.12,300,14,,0,,BKN,BKN,,2800,5800,
2016-04-15 3:30:00,6,4,86.99,,1,,0,,,,,,,
2016-04-15 19:30:00,15,8,62.92,300,11,,0,,,,,,,
2016-04-16 11:30:00,21,8,43.13,170,9,,0,,FEW,,,4500,,
2016-04-17 3:30:00,8,6,87.19,30,6,,0,,,,,,,
2016-04-17 19:30:00,16,10,67.54,310,8,,0,,,,,,,
2016-04-18 11:30:00,12,7,71.45,320,10,,0,,FEW,SCT,BKN,1700,5800,8100
2016-04-19 3:30:00,10,3,61.76,330,7,,0,,,,,,,
2016-04-19 19:30:00,12,1,46.88,320,9,,0,,,,,,,
2016-04-20 11:30:00,13,0,40.84,320,14,,0,,,,,,,
2016-04-21 3:30:00,5,0,70.08,,2,,0,,,,,,,
2016-04-21 19:30:00,11,5,66.48,20,3,,0,,,,,,,
2016-04-22 11:30:00,19,4,37.03,320,9,,0,,FEW,,,4700,,
2016-04-23 3:30:00,9,3,66.05,,1,,0,,,,,,,
2016-04-23 19:30:00,13,6,62.46,10,3,,0,,,,,,,
2016-04-24 11:30:00,8,-3,45.73,330,19,,0,,SCT,,,4800,,
2016-04-25 3:30:00,4,-2,64.93,300,12,,0,,,,,,,
2016-04-25 19:30:00,5,-1,65.16,290,13,,0,,,,,,,
2016-04-26 11:30:00,14,-1,35.57,200,11,,0,,,,,,,
2016-04-27 3:30:00,6,5,93.3,20,4,,0,,FEW,SCT,BKN,900,3300,4000
2016-04-27 19:30:00,5,1,75.33,270,10,,0,,FEW,BKN,,1000,10000,
2016-04-28 11:30:00,9,0,53.27,170,9,,0,,SCT,BKN,,3800,9400,
2016-04-29 3:30:00,0,-1,92.97,50,2,,0,,,,,,,
2016-04-29 19:30:00,10,0,49.81,280,3,,0,,,,,,,
2016-04-30 11:30:00,17,4,42,150,9,,0,,,,,,,
2016-05-01 3:30:00,7,4,81.2,20,6,,0,,,,,,,
2016-05-01 19:30:00,15,7,58.77,20,8,,0,,,,,,,
2016-05-02 11:30:00,18,10,59.5,350,5,,0,,FEW,BKN,,3400,6000,
2016-05-03 3:30:00,11,9,87.47,280,7,,0,,FEW,BKN,BKN,2000,6500,10000
2016-05-03 19:30:00,12,11,93.6,280,2,,0,,FEW,BKN,,4000,6800,
2016-05-04 11:30:00,13,8,71.64,290,17,,0,,SCT,,,2100,,
2016-05-05 3:30:00,10,7,81.61,300,9,,0,,FEW,SCT,,1200,8500,
2016-05-05 19:30:00,15,8,62.92,360,6,,0,,,,,,,
2016-05-06 11:30:00,21,7,40.29,160,5,,0,,,,,,,
2016-05-07 3:30:00,10,5,71.07,20,4,,0,,,,,,,
2016-05-07 19:30:00,17,6,48.28,20,10,,0,,,,,,,
2016-05-08 11:30:00,19,5,39.72,100,6,,0,,,,,,,
2016-05-09 3:30:00,10,7,81.61,50,7,,0,,,,,,,
2016-05-09 19:30:00,15,8,62.92,50,5,,0,,,,,,,
2016-05-10 11:30:00,16,11,72.2,90,13,,0,,FEW,BKN,,2300,7400,
2016-05-11 3:30:00,12,10,87.56,20,3,,0,,FEW,SCT,BKN,1600,2300,3900
2016-05-11 19:30:00,16,12,77.14,90,4,,0,,,,,,,
2016-05-12 11:30:00,15,13,87.83,90,9,,0,,FEW,SCT,BKN,1000,4400,4800
2016-05-13 3:30:00,13,11,87.65,270,10,,0,,FEW,BKN,BKN,1200,4400,7000
2016-05-13 19:30:00,15,12,82.25,270,7,,0,,FEW,SCT,BKN,1500,2700,3200
2016-05-14 11:30:00,16,11,72.2,290,13,,0,,FEW,SCT,,2000,8700,
2016-05-15 3:30:00,11,2,53.81,320,8,,0,,,,,,,
2016-05-15 19:30:00,10,1,53.54,290,5,,0,,,,,,,
2016-05-16 11:30:00,11,3,57.77,260,17,,0,,FEW,SCT,BKN,4200,4900,5900
2016-05-17 3:30:00,6,4,86.99,290,5,,0,,FEW,SCT,,1100,8000,
2016-05-17 19:30:00,12,2,50.36,300,4,,0,,,,,,,
2016-05-18 11:30:00,18,4,39.43,290,7,,0,,SCT,,,4600,,
2016-05-19 3:30:00,9,6,81.47,30,8,,0,,,,,,,
2016-05-19 19:30:00,15,10,72.01,40,6,,0,,,,,,,
2016-05-20 11:30:00,20,10,52.51,310,3,,0,,FEW,SCT,,4100,5900,
2016-05-21 3:30:00,15,8,62.92,330,9,,0,,,,,,,
2016-05-21 19:30:00,19,8,48.83,,2,,0,,,,,,,
2016-05-22 11:30:00,24,9,38.46,150,13,,0,,,,,,,
2016-05-23 3:30:00,14,9,71.83,60,7,,0,,,,,,,
2016-05-23 19:30:00,19,12,63.82,120,5,,0,,,,,,,
2016-05-24 11:30:00,14,11,82.12,300,14,,0,,FEW,SCT,,1300,7500,
2016-05-25 3:30:00,13,10,81.99,290,18,,0,,FEW,,,1400,,
2016-05-25 19:30:00,18,12,67.95,290,12,,0,,,,,,,
2016-05-26 11:30:00,21,13,60.21,310,9,,0,,FEW,SCT,,3100,9200,
2016-05-27 3:30:00,13,11,87.65,70,1,,0,,NSC,,,,,
2016-05-27 19:30:00,20,16,77.75,120,5,,0,,,,,,,
2016-05-28 11:30:00,26,16,54.05,140,8,,0,,FEW,,,4000,,
2016-05-29 4:30:00,18,15,82.62,50,5,,0,,FEW,,,3500,,
2016-05-29 20:30:00,21,17,77.9,140,4,,0,,,,,,,
2016-05-30 13:30:00,25,13,47.25,150,8,,0,,SCT,FEW,,5200,5500,
2016-05-31 5:30:00,17,14,82.5,,2,,0,,,,,,,
2016-05-31 21:30:00,18,11,63.6,270,8,,0,,,,,,,
2016-06-01 13:30:00,22,13,56.63,130,7,,0,,FEW,SCT,,4000,4500,
2016-06-02 5:30:00,15,13,87.83,20,5,,0,,FEW,SCT,,1200,9700,
2016-06-02 21:30:00,16,15,93.79,360,3,,0,,,,,,,
2016-06-03 13:30:00,23,13,53.29,20,3,,0,,BKN,,,3900,,
2016-06-04 5:30:00,20,15,72.92,,1,,0,,,,,,,
2016-06-04 21:30:00,18,15,82.62,,1,,0,,,,,,,
2016-06-05 13:30:00,23,15,60.67,40,4,,0,,FEW,SCT,,2700,3800,
2016-06-06 5:30:00,19,14,72.74,280,6,,0,,,,,,,
2016-06-06 21:30:00,16,8,59.01,360,4,,0,,FEW,,,3000,,
2016-06-07 13:30:00,23,7,35.66,,4,,0,,,,,,,
2016-06-08 5:30:00,15,9,67.33,40,6,,0,,,,,,,
2016-06-08 21:30:00,16,11,72.2,20,4,,0,,,,,,,
2016-06-09 13:30:00,21,11,52.77,10,12,,0,,SCT,BKN,,4000,4700,
2016-06-10 5:30:00,17,14,82.5,280,8,,0,,FEW,SCT,BKN,1100,6200,10000
2016-06-10 21:30:00,17,14,82.5,220,5,,0,,,,,,,
2016-06-11 13:30:00,19,17,88.18,40,7,,0,,FEW,BKN,,3500,6300,
2016-06-12 5:30:00,17,14,82.5,,2,,0,,FEW,SCT,BKN,2000,6100,9900
2016-06-12 21:30:00,16,14,87.92,340,3,,0,,FEW,SCT,,3000,7700,
2016-06-13 13:30:00,22,12,53.03,320,7,,0,,FEW,,,3900,,
2016-06-14 5:30:00,18,13,72.56,300,6,,0,,FEW,SCT,,2000,9200,
2016-06-14 21:30:00,19,13,68.15,210,5,,0,,,,,,,
2016-06-15 13:30:00,17,13,77.29,280,13,,0,,FEW,BKN,BKN,1000,1500,3100
2016-06-16 5:30:00,16,13,82.37,40,7,,0,,FEW,,,900,,
2016-06-16 21:30:00,20,17,82.86,80,4,,0,,,,,,,
2016-06-17 13:30:00,22,10,46.43,290,16,,0,27,FEW,BKN,,4400,6100,
2016-06-18 7:30:00,20,12,59.97,300,6,,0,,FEW,SCT,,3200,8600,
2016-06-18 23:30:00,17,10,63.38,290,5,,0,,,,,,,
2016-06-19 15:30:00,24,14,53.55,300,10,,0,,,,,,,
2016-06-20 7:30:00,17,15,88,280,5,,0,,FEW,SCT,BKN,1000,2600,6200
2016-06-20 23:30:00,16,14,87.92,270,6,,0,,FEW,,,700,,
2016-06-21 15:30:00,26,15,50.69,,4,,0,,,,,,,
2016-06-22 7:30:00,24,16,60.9,320,3,,0,,,,,,,
2016-06-22 23:30:00,20,16,77.75,,2,,0,,,,,,,
2016-06-23 15:30:00,32,16,38.18,40,4,,0,,,,,,,
2016-06-24 7:30:00,26,18,61.36,60,6,,0,,,,,,,
2016-06-24 23:30:00,24,21,83.32,20,3,,0,,,,,,,
2016-06-25 15:30:00,32,19,46.14,140,12,,0,,,,,,,
2016-06-26 7:30:00,21,17,77.9,300,12,,0,,FEW,BKN,,1200,6300,
2016-06-26 23:30:00,20,16,77.75,90,2,,0,,FEW,,,4600,,
2016-06-27 15:30:00,21,13,60.21,320,10,,0,,FEW,BKN,,2500,5200,
2016-06-28 7:30:00,21,11,52.77,350,10,,0,,FEW,,,3200,,
2016-06-28 23:30:00,15,12,82.25,20,2,,0,,,,,,,
2016-06-29 15:30:00,30,12,33.01,270,6,,0,,,,,,,
2016-06-30 7:30:00,24,17,64.91,70,4,,0,,,,,,,
2016-06-30 23:30:00,23,17,68.94,290,5,,0,,,,,,,
2016-07-01 15:30:00,30,15,40.14,340,6,,0,,,,,,,
2016-07-02 7:30:00,25,17,61.13,,4,,0,,,,,,,
2016-07-03 0:30:00,20,17,82.86,340,12,,0,,SCT,BKN,,1400,8500,
2016-07-03 17:30:00,22,11,49.64,310,7,,0,,,,,,,
2016-07-04 9:30:00,22,9,43.42,290,7,,0,,FEW,,,4400,,
2016-07-05 1:30:00,16,13,82.37,50,3,,0,,,,,,,
2016-07-05 17:30:00,27,15,47.79,220,10,,0,,,,,,,
2016-07-06 9:30:00,24,11,43.97,290,15,,0,,,,,,,
2016-07-07 1:30:00,15,8,62.92,290,7,,0,,,,,,,
2016-07-07 17:30:00,24,7,33.57,320,8,,0,,,,,,,
2016-07-08 9:30:00,25,13,47.25,140,6,,0,,,,,,,
2016-07-09 1:30:00,21,15,68.55,220,5,,0,,FEW,SCT,BKN,4800,7300,10000
2016-07-09 17:30:00,27,11,36.79,290,10,,0,,,,,,,
2016-07-10 9:30:00,26,11,39.02,70,5,,0,,,,,,,
2016-07-11 1:30:00,18,14,77.45,30,5,,0,,,,,,,
2016-07-11 17:30:00,30,18,48.58,150,7,,0,,,,,,,
2016-07-12 9:30:00,26,18,61.36,60,6,,0,,FEW,SCT,,3000,7300,
2016-07-13 1:30:00,19,17,88.18,290,8,,0,,SCT,BKN,,1600,1900,
2016-07-13 17:30:00,21,18,82.98,310,9,,0,,FEW,SCT,BKN,1000,6300,10000
2016-07-14 9:30:00,18,12,67.95,270,18,,0,,FEW,SCT,BKN,1200,2400,3500
2016-07-15 1:30:00,13,10,81.99,290,11,,0,,,,,,,
2016-07-15 17:30:00,19,10,55.88,330,18,,0,,FEW,,,4000,,
2016-07-16 9:30:00,17,11,67.75,340,20,,0,,FEW,BKN,,2400,6200,
2016-07-17 1:30:00,15,12,82.25,330,11,,0,,FEW,BKN,,1000,4700,
2016-07-17 17:30:00,20,14,68.35,,2,,0,,FEW,SCT,BKN,4300,5100,8000
2016-07-18 9:30:00,25,15,53.8,310,11,,0,,BKN,,,3500,,
2016-07-19 1:30:00,17,13,77.29,,1,,0,,,,,,,
2016-07-19 17:30:00,25,15,53.8,360,5,,0,,,,,,,
2016-07-20 9:30:00,24,13,50.17,340,8,,0,,FEW,BKN,,4400,5200,
2016-07-21 1:30:00,17,14,82.5,30,3,,0,,,,,,,
2016-07-21 17:30:00,29,16,45.34,190,3,,0,,,,,,,
2016-07-22 9:30:00,26,19,65.33,110,3,,0,,SCT,SCT,,3000,10000,
2016-07-23 1:30:00,21,20,94.01,,3,,0,,FEW,BKN,,3000,8800,
2016-07-23 17:30:00,29,19,54.8,130,3,,0,,,,,,,
2016-07-24 9:30:00,25,20,73.78,310,7,,0,,SCT,BKN,,1900,2600,
2016-07-25 1:30:00,21,19,88.34,,2,,0,,,,,,,
2016-07-25 17:30:00,28,19,58.08,260,10,,0,,,,,,,
2016-07-26 9:30:00,27,19,61.58,260,7,,0,,FEW,,,3500,,
2016-07-27 1:30:00,20,18,88.26,20,3,,0,,,,,,,
2016-07-27 17:30:00,27,20,65.54,180,3,,0,,FEW,,,3900,,
2016-07-28 9:30:00,22,18,78.04,270,3,,0,,FEW,BKN,BKN,1800,7000,9000
2016-07-29 1:30:00,18,16,88.09,,2,,0,,,,,,,
2016-07-29 17:30:00,27,17,54.3,300,6,,0,,,,,,,
2016-07-30 9:30:00,28,16,48.05,140,4,,0,,FEW,,,4000,,
2016-07-31 1:30:00,19,18,93.92,20,4,,0,,,,,,,
2016-07-31 18:00:00,22,20,88.43,260,9,,0,,FEW,BKN,SCT,800,1500,2000
2016-08-01 10:00:00,23,14,56.88,300,15,,0,,FEW,,,3600,,
2016-08-02 2:00:00,15,11,76.98,350,2,,0,,,,,,,
2016-08-02 18:00:00,24,10,41.14,30,2,,0,,,,,,,
2016-08-03 10:00:00,23,14,56.88,270,9,,0,,SCT,BKN,,3700,4100,
2016-08-04 2:00:00,18,16,88.09,30,6,,0,,,,,,,
2016-08-04 18:00:00,27,17,54.3,150,6,,0,,,,,,,
2016-08-05 11:00:00,27,18,57.84,270,6,,0,,FEW,SCT,,3800,4300,
2016-08-06 3:00:00,17,13,77.29,340,8,,0,,FEW,SCT,BKN,1200,2000,2400
2016-08-06 19:00:00,20,15,72.92,300,5,,0,,,,,,,
2016-08-07 11:00:00,24,11,43.97,330,11,,0,,,,,,,
2016-08-08 3:00:00,13,10,81.99,70,3,,0,,,,,,,
2016-08-08 19:00:00,21,13,60.21,140,5,,0,,,,,,,
2016-08-09 11:00:00,27,12,39.3,,5,,0,,,,,,,
2016-08-10 3:00:00,15,14,93.74,280,7,,0,,FEW,BKN,OVC,1200,1700,5600
2016-08-10 19:00:00,14,11,82.12,310,9,,0,,FEW,SCT,,2000,10000,
2016-08-11 11:00:00,17,7,51.72,320,12,,0,,BKN,,,3800,,
2016-08-12 3:00:00,9,6,81.47,60,2,,0,,,,,,,
2016-08-12 19:00:00,17,12,72.38,280,5,,0,,FEW,BKN,,3800,6800,
2016-08-13 11:00:00,20,15,72.92,280,4,,0,,FEW,BKN,,1700,2100,
2016-08-14 3:00:00,14,13,93.69,30,2,,0,,FEW,,,200,,
2016-08-14 19:00:00,24,16,60.9,170,2,,0,,,,,,,
2016-08-15 11:00:00,25,15,53.8,340,6,,0,,SCT,BKN,,4200,6100,
2016-08-16 3:00:00,13,11,87.65,,1,,0,,,,,,,
2016-08-16 19:00:00,21,15,68.55,20,5,,0,,,,,,,
2016-08-17 11:00:00,23,8,38.18,320,11,,0,,,,,,,
2016-08-18 3:00:00,12,9,81.87,40,4,,0,,,,,,,
2016-08-18 19:00:00,18,15,82.62,,2,,0,,SCT,,,2900,,
2016-08-19 11:00:00,25,15,53.8,,3,,0,,FEW,SCT,,3600,8500,
2016-08-20 3:00:00,16,15,93.79,30,4,,0,,FEW,BKN,,400,700,
2016-08-20 19:00:00,22,16,68.75,130,4,,0,,,,,,,
2016-08-21 11:00:00,18,16,88.09,290,12,,0,23,FEW,BKN,BKN,900,1500,10000
2016-08-22 3:00:00,16,12,77.14,300,14,,0,,,,,,,
2016-08-22 19:00:00,18,13,72.56,350,6,,0,,FEW,,,3000,,
2016-08-23 11:00:00,24,12,46.98,350,11,,0,,FEW,,,4500,,
2016-08-24 3:00:00,17,13,77.29,,1,,0,,,,,,,
2016-08-24 19:00:00,22,13,56.63,340,5,,0,,,,,,,
2016-08-25 11:00:00,25,13,47.25,,5,,0,,,,,,,
2016-08-26 3:00:00,16,12,77.14,360,4,,0,,,,,,,
2016-08-26 19:00:00,20,14,68.35,110,5,,0,,,,,,,
2016-08-27 11:00:00,28,15,45.07,150,11,,0,,,,,,,
2016-08-28 3:00:00,16,14,87.92,30,5,,0,,,,,,,
2016-08-28 19:00:00,22,15,64.48,160,6,,0,,,,,,,
2016-08-29 11:00:00,26,17,57.6,310,13,,0,,FEW,SCT,,3000,7400,
2016-08-30 3:00:00,19,16,82.74,310,6,,0,,,,,,,
2016-08-30 19:00:00,20,12,59.97,360,3,,0,,,,,,,
2016-08-31 11:00:00,24,10,41.14,,3,,0,,,,,,,
2016-09-01 3:00:00,12,10,87.56,40,5,,0,,,,,,,
2016-09-01 19:00:00,20,11,56.13,30,2,,0,,,,,,,
2016-09-02 11:00:00,27,13,41.97,,5,,0,,,,,,,
2016-09-03 3:00:00,15,12,82.25,120,2,,0,,,,,,,
2016-09-03 19:00:00,23,14,56.88,,2,,0,,,,,,,
2016-09-04 11:00:00,28,14,42.25,,4,,0,,,,,,,
2016-09-05 3:00:00,17,14,82.5,290,5,,0,,FEW,SCT,BKN,2400,5500,9400
2016-09-05 19:00:00,16,14,87.92,290,9,,0,,FEW,BKN,,4000,6600,
2016-09-06 11:00:00,19,14,72.74,20,14,,0,,FEW,BKN,,1400,3500,
2016-09-07 3:00:00,16,14,87.92,,2,,0,,,,,,,
2016-09-07 19:00:00,21,16,73.09,350,4,,0,,,,,,,
2016-09-08 11:00:00,26,15,50.69,100,4,,0,,,,,,,
2016-09-09 3:00:00,16,14,87.92,30,3,,0,,,,,,,
2016-09-09 19:00:00,22,15,64.48,40,3,,0,,,,,,,
2016-09-10 11:00:00,28,16,48.05,90,4,,0,,,,,,,
2016-09-11 3:00:00,17,14,82.5,30,3,,0,,,,,,,
2016-09-11 19:00:00,22,17,73.27,30,3,,0,,,,,,,
2016-09-12 11:00:00,29,16,45.34,130,3,,0,,FEW,,,4800,,
2016-09-13 3:00:00,17,14,82.5,40,3,,0,,,,,,,
2016-09-13 19:00:00,22,15,64.48,60,3,,0,,,,,,,
2016-09-14 11:00:00,27,15,47.79,,3,,0,,FEW,,,4500,,
2016-09-15 3:00:00,16,14,87.92,30,6,,0,,,,,,,
2016-09-15 19:00:00,20,14,68.35,130,5,,0,,,,,,,
2016-09-16 11:00:00,25,17,61.13,290,3,,0,,FEW,,,3200,,
2016-09-17 3:00:00,18,16,88.09,50,5,,0,,,,,,,
2016-09-17 19:00:00,17,11,67.75,290,10,,0,,,,,,,
2016-09-18 11:00:00,20,13,64.04,,3,,0,,FEW,SCT,,2400,8100,
2016-09-19 3:00:00,12,10,87.56,,1,,0,,,,,,,
2016-09-19 19:00:00,15,10,72.01,330,11,,0,,,,,,,
2016-09-20 11:00:00,18,5,42.28,350,18,,0,,,,,,,
2016-09-21 3:00:00,13,6,62.46,,2,,0,,SCT,BKN,,4900,5800,
2016-09-21 19:00:00,14,10,76.82,310,5,,0,,FEW,BKN,,4200,6800,
2016-09-22 11:00:00,18,5,42.28,40,4,,0,,SCT,,,4800,,
2016-09-23 3:00:00,7,5,87.09,340,2,,0,,,,,,,
2016-09-23 19:00:00,16,9,63.15,320,2,,0,,,,,,,
2016-09-24 11:00:00,22,8,40.57,260,4,,0,,,,,,,
2016-09-25 3:00:00,9,7,87.28,10,2,,0,,,,,,,
2016-09-25 19:00:00,15,10,72.01,30,6,,0,,,,,,,
2016-09-26 11:00:00,19,10,55.88,,4,,0,,FEW,,,3900,,
2016-09-27 3:00:00,9,7,87.28,40,6,,0,,,,,,,
2016-09-27 19:00:00,13,8,71.64,,1,,0,,,,,,,
2016-09-28 11:00:00,21,10,49.37,260,8,,0,,,,,,,
2016-09-29 3:00:00,18,12,67.95,290,11,,0,,,,,,,
2016-09-29 19:00:00,17,11,67.75,40,3,,0,,,,,,,
2016-09-30 11:00:00,23,12,49.9,,3,,0,,,,,,,
2016-10-01 3:00:00,12,11,93.6,30,6,,0,,NSC,,,,,
2016-10-01 19:00:00,16,12,77.14,10,3,,0,,,,,,,
2016-10-02 11:00:00,19,12,63.82,30,4,,0,,FEW,,,3000,,
2016-10-03 3:00:00,14,9,71.83,290,11,,0,22,FEW,SCT,OVC,1100,1800,7000
2016-10-03 19:00:00,13,9,76.66,290,10,,0,,FEW,BKN,,3200,5800,
2016-10-04 11:00:00,14,11,82.12,350,13,,0,,FEW,BKN,,1100,2000,
2016-10-05 3:00:00,8,2,65.83,340,14,,0,,,,,,,
2016-10-05 19:00:00,8,4,75.84,290,15,,0,,FEW,SCT,BKN,1500,3000,9200
2016-10-06 11:00:00,9,6,81.47,290,10,,0,,SCT,BKN,,1500,4500,
2016-10-07 3:00:00,2,1,93.08,40,5,,0,,,,,,,
2016-10-07 19:00:00,6,3,81.07,280,6,,0,,,,,,,
2016-10-08 11:00:00,11,5,66.48,270,8,,0,,FEW,SCT,,2500,10000,
2016-10-09 3:00:00,8,5,81.34,280,6,,0,,FEW,BKN,,1700,6900,
2016-10-09 19:00:00,9,6,81.47,250,5,,0,,,,,,,
2016-10-10 11:00:00,12,5,62.23,50,8,,0,,FEW,SCT,BKN,2600,5800,9800
2016-10-11 3:00:00,7,7,100,340,3,,0,,SCT,BKN,,3200,4400,
2016-10-11 19:00:00,7,5,87.09,310,5,,0,,FEW,SCT,BKN,1000,2300,3200
2016-10-12 11:00:00,10,5,71.07,320,12,,0,,BKN,,,2300,,
2016-10-13 3:00:00,8,6,87.19,280,7,,0,,SCT,SCT,OVC,1200,3300,4200
2016-10-13 19:00:00,9,7,87.28,80,6,,0,,FEW,SCT,BKN,1000,4400,5500
2016-10-14 11:00:00,10,6,76.18,110,16,,0,,FEW,BKN,,1800,4800,
2016-10-15 3:00:00,7,5,87.09,30,5,,0,,,,,,,
2016-10-15 19:00:00,12,10,87.56,50,4,,0,,FEW,BKN,,1000,1200,
2016-10-16 11:00:00,18,10,59.5,300,8,,0,,FEW,,,3500,,
2016-10-17 3:00:00,7,7,100,340,2,,0,,BKN,,,700,,
2016-10-17 19:00:00,10,9,93.5,50,7,,0,,OVC,,,700,,
2016-10-18 11:00:00,9,6,81.47,90,6,,0,,FEW,OVC,,1400,1800,
2016-10-19 3:00:00,9,8,93.45,60,3,,0,,BKN,OVC,,2400,3300,
2016-10-19 19:00:00,9,8,93.45,110,6,,0,,SCT,BKN,,800,1300,
2016-10-20 11:00:00,8,6,87.19,80,5,,0,,FEW,BKN,OVC,600,800,1300
